corte,id_avaluo,numero_finca,provincia,canton,distrito,zona,tipologia,perito_id,perito_activo,nivel_confiabilidad,accion_sugerida,moneda,valor_garantia,saldo,ltv,fecha_valor,dias_antiguedad,saldo_equivalente_crc,reglas_incumplidas,detalle,responsables,prioridad,entra_este_mes
2026-04,AV-2025-000543,5-598561,Guanacaste,Carrillo,Sardinal,COSTA,Terreno baldío rural,PER-008,SI,REVISAR,Verificación documental,CRC,11427855000.00,,,2025-02-06,448,,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 10 km del centroide; observado 118.5 km,Perito Revisor,437,false
2026-04,AV-2025-000545,1-526234,San José,Puriscal,Santiago,RURAL,Terreno baldío urbano,PER-007,SI,REVISAR,Verificación documental,CRC,17975000.00,14483874.38,0.8058,2025-12-10,141,14483874.38,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 15 km del centroide; observado 53.6 km,Perito Revisor,417,false
2026-04,AV-2025-000556,1-875498,San José,Desamparados,Desamparados,GAM_PERIFERIA,Casa de habitación,PER-003,SI,NO_CONFIABLE,Re-inspección,CRC,591530000.00,,,2025-06-20,314,,R-05,R-05 Las fechas deben tener orden lógico: inspección <= valor <= informe,Coordinación de Calidad,118,true
2026-04,AV-2025-000622,4-554474,Heredia,Heredia,Heredia,GAM_CENTRO,Casa de habitación,PER-004,SI,REVISAR,Verificación documental,CRC,839846000.00,241648222.62,0.2877,2025-09-16,226,241648222.62,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 400000.0 y 1350000.0 (GAM_CENTRO, CRC)",Perito Revisor,270,false
2026-04,AV-2025-000695,1-570874,San José,Desamparados,Desamparados,GAM_PERIFERIA,Casa de habitación,PER-009,SI,REVISAR,Verificación documental,CRC,2433565000.00,667536325.07,0.2743,2025-11-13,168,667536325.07,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 250000.0 y 950000.0 (GAM_PERIFERIA, CRC)",Perito Revisor,203,false
2026-04,AV-2025-000716,1-135232,San José,Puriscal,Santiago,RURAL,Terreno baldío rural,PER-007,SI,NO_CONFIABLE,Re-inspección,CRC,874514000.00,,,2025-08-10,263,,R-01,R-01 No pueden existir dos avalúos con el mismo identificador: único dentro del corte,Coordinación de Calidad,119,true
2026-04,AV-2025-000716,1-977613-316,San José,Montes de Oca,San Pedro,GAM_CENTRO,Apartamento,PER-006,SI,NO_CONFIABLE,Re-inspección,USD,91650.00,,,2025-01-20,465,,R-01,R-01 No pueden existir dos avalúos con el mismo identificador: único dentro del corte,Coordinación de Calidad,120,true
2026-04,AV-2025-000727,1-594315,San José,Curridabat,Curridabat,GAM_CENTRO,Bodega o nave industrial,PER-002,SI,REVISAR,Verificación documental,USD,11505324.00,7883063.81,0.6852,2023-10-08,935,4020362543.1,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,153,false
2026-04,AV-2025-000730,1-870162,San José,Puriscal,Santiago,RURAL,Casa de habitación,PER-003,SI,REVISAR,Verificación documental,CRC,1411256000.00,,,2024-01-04,847,,"R-07, R-08","R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 150000.0 y 550000.0 (RURAL, CRC) | R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses)","Jefe de Garantías, Perito Revisor",438,false
2026-04,AV-2025-000753,4-552428-381,Heredia,Belén,San Antonio,GAM_CENTRO,Apartamento,PER-007,SI,REVISAR,Verificación documental,USD,464674.00,321292.54,0.6914,2022-12-29,1218,163859195.39999998,"R-06, R-08",R-06 La coordenada debe corresponder al distrito declarado: a menos de 3 km del centroide; observado 75.6 km | R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),"Jefe de Garantías, Perito Revisor",311,false
2026-04,AV-2025-000761,7-877994,Limón,Talamanca,Cahuita,COSTA,Casa de habitación,PER-003,SI,REVISAR,Verificación documental,CRC,450925000.00,,,2025-12-09,142,,R-06,R-06 La coordenada debe corresponder al distrito declarado: coordenada dentro del territorio nacional,Perito Revisor,439,false
2026-04,AV-2025-000766,1-810649,San José,Goicoechea,Guadalupe,GAM_PERIFERIA,Local comercial,PER-007,SI,REVISAR,Verificación documental,CRC,3527406000.00,,,2022-12-20,1227,,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,440,false
2026-04,AV-2025-000768,4-157357-195,Heredia,Belén,San Antonio,GAM_CENTRO,Apartamento,PER-007,SI,NO_CONFIABLE,Re-inspección,USD,126934.00,77989.24,0.6144,2025-06-17,317,39774512.400000006,R-05,R-05 Las fechas deben tener orden lógico: brecha mayor a 30/15 días,Coordinación de Calidad,92,true
2026-04,AV-2025-000772,1-503805-202,San José,Tibás,San Juan,GAM_CENTRO,Apartamento,PER-003,SI,NO_CONFIABLE,Re-inspección,USD,260968.00,158413.84,0.607,2025-07-04,300,80791058.39999999,R-02,R-02 Los campos obligatorios deben venir informados: campo informado,Coordinación de Calidad,74,true
2026-04,AV-2025-000775,3-833478,Cartago,La Unión,Tres Ríos,GAM_PERIFERIA,Local comercial,PER-009,SI,REVISAR,Verificación documental,CRC,1074775000.00,835457439.29,0.7773,2025-02-07,447,835457439.29,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 4 km del centroide; observado 82.0 km,Perito Revisor,192,false
2026-04,AV-2025-000788,1-478075,San José,Goicoechea,Guadalupe,GAM_PERIFERIA,Casa de habitación,PER-004,SI,NO_CONFIABLE,Re-inspección,CRC,746740000.00,551983436.32,0.7392,2025-07-14,290,551983436.32,R-05,R-05 Las fechas deben tener orden lógico: fecha posterior al corte 2026-04-30,Coordinación de Calidad,23,true
2026-04,AV-2025-000789,2-916213-173,Alajuela,Alajuela,Alajuela,GAM_CENTRO,Apartamento,PER-003,SI,REVISAR,Verificación documental,USD,545194.00,283921.06,0.5208,2022-12-20,1227,144799740.6,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,325,false
2026-04,AV-2025-000799,7-198543-364,Limón,Talamanca,Cahuita,COSTA,Condominio horizontal,PER-003,SI,NO_CONFIABLE,Re-inspección,USD,204222.00,615503.05,3.0139,2025-08-07,266,313906555.5,R-04,R-04 La tipología y lo construido deben ser compatibles: ambos mayores a cero: la tipología exige construcción,Perito Revisor,30,true
2026-04,AV-2025-000830,3-105207-214,Cartago,Paraíso,Paraíso,GAM_PERIFERIA,Condominio horizontal,PER-001,SI,NO_CONFIABLE,Re-inspección,CRC,46839000.00,63379343.19,1.3531,2025-10-14,198,63379343.19,R-04,R-04 La tipología y lo construido deben ser compatibles: ambos mayores a cero: la tipología exige construcción,Perito Revisor,83,true
2026-04,AV-2025-000843,2-989100-257,Alajuela,Alajuela,Alajuela,GAM_CENTRO,Condominio horizontal,PER-001,SI,NO_CONFIABLE,Re-inspección,USD,448170.00,186951.33,0.4171,2025-10-02,210,95345178.3,R-03,R-03 El valor total debe cuadrar con la suma de sus componentes: 423468.47,Perito Revisor,66,true
2026-04,AV-2025-000844,1-915045,San José,San José,Carmen,GAM_CENTRO,Casa de habitación,PER-003,SI,REVISAR,Verificación documental,USD,582747.00,,,2023-11-07,905,,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,441,false
2026-04,AV-2025-000865,1-524008-376,San José,Desamparados,Desamparados,GAM_PERIFERIA,Condominio horizontal,PER-003,SI,REVISAR,Verificación documental,USD,298653.00,216765.18,0.7258,2023-12-24,858,110550241.8,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,353,false
2026-04,AV-2025-000868,3-543655,Cartago,Paraíso,Paraíso,GAM_PERIFERIA,Bodega o nave industrial,PER-004,SI,REVISAR,Verificación documental,CRC,5620635000.00,1211283967.98,0.2155,2025-06-28,306,1211283967.98,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 180000.0 y 650000.0 (GAM_PERIFERIA, CRC)",Perito Revisor,184,false
2026-04,AV-2025-000870,7-828759,Limón,Limón,Limón,CIUDAD_INTERMEDIA,Terreno baldío urbano,PER-004,SI,REVISAR,Verificación documental,CRC,35301000.00,,,2025-05-22,343,,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 35000.0 y 180000.0 (CIUDAD_INTERMEDIA, CRC)",Perito Revisor,442,false
2026-04,AV-2025-000901,1-664663,San José,Desamparados,Desamparados,GAM_PERIFERIA,Terreno baldío urbano,PER-004,SI,NO_CONFIABLE,Re-inspección,CRC,147573000.00,93622573.39,0.6344,2023-05-21,1075,93622573.39,"R-02, R-08",R-02 Los campos obligatorios deben venir informados: campo informado | R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),"Coordinación de Calidad, Jefe de Garantías",69,true
2026-04,AV-2025-000904,2-484925,Alajuela,Alajuela,Alajuela,GAM_CENTRO,Casa de habitación,PER-007,SI,REVISAR,Verificación documental,CRC,553565000.00,280095177.42,0.506,2021-12-04,1608,280095177.42,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,255,false
2026-04,AV-2025-000907,3-946219,Cartago,Cartago,Oriental,GAM_CENTRO,Casa de habitación,PER-004,SI,NO_CONFIABLE,Re-inspección,CRC,396289000.00,184331617.05,0.4651,2025-05-04,361,184331617.05,R-05,R-05 Las fechas deben tener orden lógico: inspección <= valor <= informe,Coordinación de Calidad,44,true
2026-04,AV-2025-000910,3-242265,Cartago,Paraíso,Paraíso,GAM_PERIFERIA,Casa de habitación,PER-003,SI,REVISAR,Verificación documental,CRC,88339000.00,63288495.86,0.7164,2022-07-28,1372,63288495.86,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,390,false
2026-04,AV-2025-000911,2-387681-032,Alajuela,Alajuela,Alajuela,GAM_CENTRO,Condominio horizontal,PER-004,SI,REVISAR,Verificación documental,USD,677891.00,365417.45,0.5391,2022-10-10,1298,186362899.5,"R-06, R-08",R-06 La coordenada debe corresponder al distrito declarado: a menos de 4 km del centroide; observado 47.3 km | R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),"Jefe de Garantías, Perito Revisor",299,false
2026-04,AV-2025-001016,4-361979-140,Heredia,Belén,San Antonio,GAM_CENTRO,Apartamento,PER-008,SI,REVISAR,Verificación documental,USD,310409.00,225043.77,0.725,2021-07-26,1739,114772322.69999999,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,346,false
2026-04,AV-2025-001023,2-412553,Alajuela,Grecia,Grecia,CIUDAD_INTERMEDIA,Casa de habitación,No informado,NO,NO_CONFIABLE,Re-inspección,CRC,277259000.00,221094269.72,0.7974,2025-07-06,298,221094269.72,R-02,R-02 Los campos obligatorios deben venir informados: campo informado,Coordinación de Calidad,38,true
2026-04,AV-2025-001028,6-340949,Puntarenas,Garabito,Jacó,COSTA,Terreno baldío urbano,PER-007,SI,NO_CONFIABLE,Re-inspección,CRC,273465000.00,12265061.97,0.0449,2025-10-17,195,12265061.97,"R-02, R-07","R-02 Los campos obligatorios deben venir informados: campo informado | R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 35000.0 y 345000.0 (COSTA, CRC)","Coordinación de Calidad, Perito Revisor",99,true
2026-04,AV-2025-001030,6-312136,Puntarenas,Quepos,Quepos,COSTA,Terreno baldío urbano,PER-007,SI,NO_CONFIABLE,Re-inspección,CRC,115175000.00,60473567.63,0.5251,2025-08-26,247,60473567.63,R-03,R-03 El valor total debe cuadrar con la suma de sus componentes: 108904903.21,Perito Revisor,84,true
2026-04,AV-2025-001035,2-816375,Alajuela,Upala,Upala,RURAL,Terreno baldío rural,PER-007,SI,REVISAR,Verificación documental,CRC,4609227000.00,3671564113.85,0.7966,2025-09-16,226,3671564113.85,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 20 km del centroide; observado 78.6 km,Perito Revisor,156,false
2026-04,AV-2025-001043,3-306424,Cartago,La Unión,Tres Ríos,GAM_PERIFERIA,Casa de habitación,PER-007,SI,REVISAR,Verificación documental,CRC,1132978000.00,368663369.45,0.3254,2025-04-03,392,368663369.45,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 250000.0 y 950000.0 (GAM_PERIFERIA, CRC)",Perito Revisor,225,false
2026-04,AV-2025-001045,1-260457,San José,Tibás,San Juan,GAM_CENTRO,Local comercial,PER-006,SI,REVISAR,Verificación documental,CRC,3870566000.00,693537702.15,0.1792,2025-04-30,365,693537702.15,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 350000.0 y 1400000.0 (GAM_CENTRO, CRC)",Perito Revisor,201,false
2026-04,AV-2025-001080,3-170615-207,Cartago,La Unión,Tres Ríos,GAM_PERIFERIA,Condominio horizontal,PER-003,SI,REVISAR,Verificación documental,USD,417486.00,277495.43,0.6647,2025-07-05,299,141522669.29999998,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 4 km del centroide; observado 112.3 km,Perito Revisor,329,false
2026-04,AV-2025-001106,3-691295-159,Cartago,La Unión,Tres Ríos,GAM_PERIFERIA,Apartamento,PER-003,SI,NO_CONFIABLE,Re-inspección,USD,101594.00,72595.80,0.7146,2025-05-14,351,37023858.0,"R-03, R-04",R-03 El valor total debe cuadrar con la suma de sus componentes: 19635.1 | R-04 La tipología y lo construido deben ser compatibles: ambos mayores a cero: la tipología exige construcción,Perito Revisor,93,true
2026-04,AV-2025-001110,3-964142,Cartago,Turrialba,Turrialba,CIUDAD_INTERMEDIA,Casa de habitación,PER-009,SI,REVISAR,Verificación documental,CRC,302049000.00,177789043.01,0.5886,2025-03-07,419,177789043.01,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 10 km del centroide; observado 98.9 km,Perito Revisor,306,false
2026-04,AV-2025-001133,1-137629,San José,Escazú,Escazú,GAM_CENTRO,Casa de habitación,PER-008,SI,REVISAR,Verificación documental,CRC,73437000.00,157180869.41,2.1403,2025-04-08,387,157180869.41,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 400000.0 y 1350000.0 (GAM_CENTRO, CRC)",Perito Revisor,314,false
2026-04,AV-2025-001143,4-289380,Heredia,Belén,San Antonio,GAM_CENTRO,Local comercial,PER-004,SI,REVISAR,Verificación documental,CRC,1550013000.00,855424610.97,0.5519,2025-07-25,279,855424610.97,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 3 km del centroide; observado 90.8 km,Perito Revisor,191,false
2026-04,AV-2025-001153,7-329031,Limón,Limón,Limón,CIUDAD_INTERMEDIA,Bodega o nave industrial,PER-007,SI,REVISAR,Verificación documental,CRC,692964000.00,351194147.44,0.5068,2022-11-28,1249,351194147.44,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,233,false
2026-04,AV-2025-001155,3-823241,Cartago,Paraíso,Paraíso,GAM_PERIFERIA,Casa de habitación,PER-007,SI,NO_CONFIABLE,Re-inspección,CRC,130583000.00,89638852.86,0.6865,2025-01-12,473,89638852.86,"R-03, R-04",R-03 El valor total debe cuadrar con la suma de sus componentes: 95176420.1 | R-04 La tipología y lo construido deben ser compatibles: ambos mayores a cero: la tipología exige construcción,Perito Revisor,71,true
2026-04,AV-2025-001156,2-457277,Alajuela,San Ramón,San Ramón,CIUDAD_INTERMEDIA,Casa de habitación,PER-002,SI,REVISAR,Verificación documental,CRC,209571000.00,142442028.02,0.6797,2022-07-19,1381,142442028.02,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,326,false
2026-04,AV-2025-001177,2-220954,Alajuela,San Carlos,Quesada,CIUDAD_INTERMEDIA,Casa de habitación,PER-007,SI,REVISAR,Verificación documental,CRC,1340806000.00,314255801.96,0.2344,2025-05-01,364,314255801.96,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 200000.0 y 750000.0 (CIUDAD_INTERMEDIA, CRC)",Perito Revisor,243,false
2026-04,AV-2025-001183,7-743314,Limón,Talamanca,Cahuita,COSTA,Terreno baldío urbano,PER-003,SI,REVISAR,Verificación documental,USD,21729.00,,,2025-08-06,267,,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 75.0 y 750.0 (COSTA, USD)",Perito Revisor,443,false
2026-04,AV-2025-001214,4-686987-017,Heredia,Santo Domingo,Santo Domingo,GAM_PERIFERIA,Apartamento,PER-003,SI,NO_CONFIABLE,Re-inspección,USD,26205.00,150762.03,5.7532,2025-07-11,293,76888635.3,R-04,R-04 La tipología y lo construido deben ser compatibles: ambos mayores a cero: la tipología exige construcción,Perito Revisor,77,true
2026-04,AV-2025-001221,4-978295,Heredia,Heredia,Heredia,GAM_CENTRO,Casa de habitación,PER-003,SI,REVISAR,Verificación documental,CRC,538057000.00,432916832.02,0.8046,2021-08-11,1723,432916832.02,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,215,false
2026-04,AV-2025-001224,1-620650-308,San José,Santa Ana,Santa Ana,GAM_CENTRO,Condominio horizontal,PER-008,SI,REVISAR,Verificación documental,USD,1115494.00,702820.15,0.6301,2022-11-17,1260,358438276.5,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,229,false
2026-04,AV-2025-001226,4-834729,Heredia,Sarapiquí,Puerto Viejo,RURAL,Finca agrícola,PER-009,SI,REVISAR,Verificación documental,CRC,88334000.00,1957075522.20,22.1554,2025-05-24,341,1957075522.2,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 1500.0 y 30000.0 (RURAL, CRC)",Perito Revisor,174,false
2026-04,AV-2025-001232,2-872175,Alajuela,Alajuela,Alajuela,GAM_CENTRO,Casa de habitación,PER-003,SI,REVISAR,Verificación documental,CRC,3757876000.00,560878948.95,0.1493,2025-04-12,383,560878948.95,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 400000.0 y 1350000.0 (GAM_CENTRO, CRC)",Perito Revisor,209,false
2026-04,AV-2025-001235,6-839340,Puntarenas,Garabito,Jacó,COSTA,Casa de habitación,PER-001,SI,REVISAR,Verificación documental,CRC,313455000.00,,,2023-08-06,998,,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,444,false
2026-04,AV-2025-001240,7-241624,Limón,Pococí,Guápiles,CIUDAD_INTERMEDIA,Local comercial,PER-003,SI,REVISAR,Verificación documental,CRC,3324845000.00,,,2023-08-25,979,,"R-06, R-08",R-06 La coordenada debe corresponder al distrito declarado: a menos de 10 km del centroide; observado 57.4 km | R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),"Jefe de Garantías, Perito Revisor",445,false
2026-04,AV-2025-001253,3-719399-024,Cartago,Cartago,Oriental,GAM_CENTRO,Apartamento,PER-008,SI,REVISAR,Verificación documental,USD,630788.00,,,2022-03-28,1494,,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,446,false
2026-04,AV-2025-001261,1-446708,San José,Curridabat,Curridabat,GAM_CENTRO,Casa de habitación,PER-003,SI,REVISAR,Verificación documental,CRC,328245000.00,772052752.26,2.3521,2025-10-17,195,772052752.26,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 400000.0 y 1350000.0 (GAM_CENTRO, CRC)",Perito Revisor,197,false
2026-04,AV-2025-001281,2-686404,Alajuela,Alajuela,Alajuela,GAM_CENTRO,Terreno baldío urbano,PER-003,SI,NO_CONFIABLE,Re-inspección,CRC,146397000.00,65734928.39,0.449,2025-12-09,142,65734928.39,R-03,R-03 El valor total debe cuadrar con la suma de sus componentes: 127998314.17,Perito Revisor,81,true
2026-04,AV-2025-001289,5-342499,Guanacaste,Carrillo,Sardinal,COSTA,Casa de habitación,PER-006,SI,REVISAR,Verificación documental,USD,719312.00,1514530.48,2.1055,2025-12-25,126,772410544.8,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 650.0 y 3250.0 (COSTA, USD)",Perito Revisor,196,false
2026-04,AV-2025-001332,1-433211,San José,San José,Carmen,GAM_CENTRO,Local comercial,PER-005,SI,NO_CONFIABLE,Re-inspección,CRC,1879474000.00,1255498802.56,0.668,2025-12-03,148,1255498802.56,R-03,R-03 El valor total debe cuadrar con la suma de sus componentes: 1598565920.01,Perito Revisor,15,true
2026-04,AV-2025-001337,5-301325,Guanacaste,Liberia,Liberia,CIUDAD_INTERMEDIA,Casa de habitación,PER-008,SI,REVISAR,Verificación documental,CRC,80257000.00,142010271.70,1.7694,2025-12-19,132,142010271.7,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 200000.0 y 750000.0 (CIUDAD_INTERMEDIA, CRC)",Perito Revisor,327,false
2026-04,AV-2025-001348,1-429387,San José,Pérez Zeledón,San Isidro de El General,CIUDAD_INTERMEDIA,Finca agrícola,PER-006,SI,NO_CONFIABLE,Re-inspección,CRC,6437275000.00,,,2025-11-23,158,,R-03,R-03 El valor total debe cuadrar con la suma de sus componentes: 7665233060.12,Perito Revisor,121,true
2026-04,AV-2025-001349,1-158805,San José,Puriscal,Santiago,RURAL,Terreno baldío urbano,PER-005,SI,REVISAR,Verificación documental,CRC,22020000.00,16419545.71,0.7457,2025-10-21,191,16419545.71,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 15 km del centroide; observado 68.0 km,Perito Revisor,415,false
2026-04,AV-2025-001375,3-933266,Cartago,Cartago,Oriental,GAM_CENTRO,Local comercial,PER-009,SI,NO_CONFIABLE,Re-inspección,CRC,1916466000.00,893419756.89,0.4662,2025-06-14,320,893419756.89,R-03,R-03 El valor total debe cuadrar con la suma de sus componentes: 1744112532.67,Perito Revisor,18,true
2026-04,AV-2025-001402,4-992197,Heredia,San Rafael,San Rafael,GAM_PERIFERIA,Local comercial,PER-005,SI,REVISAR,Verificación documental,USD,1390134.00,695663.23,0.5004,2025-11-12,169,354788247.3,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 4 km del centroide; observado 102.1 km,Perito Revisor,231,false
2026-04,AV-2025-001412,1-940452,San José,Santa Ana,Santa Ana,GAM_CENTRO,Local comercial,PER-002,SI,NO_CONFIABLE,Re-inspección,CRC,948164000.00,654914682.99,0.6907,2025-03-30,396,654914682.99,R-02,R-02 Los campos obligatorios deben venir informados: campo informado,Coordinación de Calidad,21,true
2026-04,AV-2025-001413,7-691826,Limón,Limón,Limón,CIUDAD_INTERMEDIA,Finca agrícola,PER-005,SI,REVISAR,Verificación documental,CRC,15020135000.00,10236333981.02,0.6815,2025-05-05,360,10236333981.02,R-06,R-06 La coordenada debe corresponder al distrito declarado: coordenada dentro del territorio nacional,Perito Revisor,148,true
2026-04,AV-2025-001420,4-436816,Heredia,Sarapiquí,Puerto Viejo,RURAL,Casa de habitación,PER-003,SI,NO_CONFIABLE,Re-inspección,CRC,173853000.00,107551810.27,0.6186,2025-01-22,463,107551810.27,R-03,R-03 El valor total debe cuadrar con la suma de sus componentes: 145628890.56,Perito Revisor,60,true
2026-04,AV-2025-001421,1-182541,San José,Puriscal,Santiago,RURAL,Casa de habitación,PER-003,SI,REVISAR,Verificación documental,CRC,114137000.00,53089098.71,0.4651,2025-12-09,142,53089098.71,R-06,R-06 La coordenada debe corresponder al distrito declarado: a menos de 15 km del centroide; observado 98.0 km,Perito Revisor,398,false
2026-04,AV-2025-001485,2-408522,Alajuela,San Carlos,Quesada,CIUDAD_INTERMEDIA,Casa de habitación,PER-007,SI,NO_CONFIABLE,Re-inspección,CRC,200416000.00,,,2025-03-18,408,,R-05,R-05 Las fechas deben tener orden lógico: inspección <= valor <= informe,Coordinación de Calidad,122,true
2026-04,AV-2025-001504,7-537777,Limón,Talamanca,Cahuita,COSTA,Terreno baldío urbano,PER-008,SI,REVISAR,Verificación documental,CRC,108630000.00,47314417.46,0.4356,2022-02-07,1543,47314417.46,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,403,false
2026-04,AV-2025-001518,1-673985-199,San José,Desamparados,Desamparados,GAM_PERIFERIA,Apartamento,PER-008,SI,REVISAR,Verificación documental,USD,393959.00,285587.46,0.7249,2024-01-08,843,145649604.60000002,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,323,false
2026-04,AV-2025-001519,4-541458,Heredia,Sarapiquí,Puerto Viejo,RURAL,Casa de habitación,PER-002,SI,REVISAR,Verificación documental,CRC,153861000.00,119602805.07,0.7773,2022-05-22,1439,119602805.07,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,341,false
2026-04,AV-2025-001533,3-357422,Cartago,La Unión,Tres Ríos,GAM_PERIFERIA,Casa de habitación,PER-003,SI,REVISAR,Verificación documental,USD,162915.00,,,2021-04-12,1844,,"R-06, R-08",R-06 La coordenada debe corresponder al distrito declarado: a menos de 4 km del centroide; observado 102.6 km | R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),"Jefe de Garantías, Perito Revisor",447,false
2026-04,AV-2025-001554,5-427417,Guanacaste,Santa Cruz,Tamarindo,COSTA,Casa de habitación,PER-003,SI,REVISAR,Verificación documental,CRC,129542000.00,253113140.29,1.9539,2025-04-19,376,253113140.29,R-07,"R-07 El valor por m² de terreno debe estar dentro del rango de la zona: entre 300000.0 y 1500000.0 (COSTA, CRC)",Perito Revisor,265,false
2026-04,AV-2025-001561,4-390081,Heredia,Santo Domingo,Santo Domingo,GAM_PERIFERIA,Casa de habitación,PER-006,SI,REVISAR,Verificación documental,CRC,631565000.00,,,2022-12-30,1217,,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,448,false
2026-04,AV-2025-001563,4-250913,Heredia,San Rafael,San Rafael,GAM_PERIFERIA,Local comercial,PER-001,SI,NO_CONFIABLE,Re-inspección,CRC,275637000.00,393980909.19,1.4293,2025-12-21,130,393980909.19,R-04,R-04 La tipología y lo construido deben ser compatibles: ambos mayores a cero: la tipología exige construcción,Perito Revisor,27,true
2026-04,AV-2025-001567,4-615550,Heredia,Santo Domingo,Santo Domingo,GAM_PERIFERIA,Casa de habitación,PER-009,SI,REVISAR,Verificación documental,CRC,161008000.00,99909675.54,0.6205,2024-01-17,834,99909675.54,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,365,false
2026-04,AV-2025-001590,1-331464,San José,Puriscal,Santiago,RURAL,Finca agrícola,PER-003,SI,REVISAR,Verificación documental,CRC,3996165000.00,3254413090.41,0.8144,2021-04-17,1839,3254413090.41,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,159,false
2026-04,AV-2025-001617,1-806626,San José,Goicoechea,Guadalupe,GAM_PERIFERIA,Terreno baldío urbano,PER-003,SI,REVISAR,Verificación documental,CRC,156672000.00,104436231.14,0.6666,2022-02-10,1540,104436231.14,R-08,R-08 El avalúo no debe superar la vigencia de política: no anterior a 2024-04-30 (24 meses),Jefe de Garantías,359,false
